dfa.c:1626,1.0,2.1511627906976742
searchutils.c:57,1.0,3.802325581395349
dfa.c:3432,1.0,5.534883720930233
dfa.c:3798,1.0,10.755813953488373
dfa.c:559,1.0,13.034883720930232
main.c:527,1.0,13.930232558139535
main.c:1377,1.0,15.162790697674419
openat-safer.c:28,1.0,15.162790697674419
fd-safer.c:36,1.0,15.162790697674419
dfa.c:586,1.0,18.127906976744185
main.c:930,1.0,37.77906976744186
main.c:1004,1.0,37.77906976744186
main.c:793,1.0,37.77906976744186
dfa.c:2127,1.0,38.44186046511628
dfa.c:547,1.0,38.44186046511628
dfa.c:3287,1.0,39.30232558139535
dfa.c:2471,1.0,39.30232558139535
dfa.c:2735,1.0,39.30232558139535
dfa.c:2803,1.0,39.30232558139535
dfasearch.c:209,1.0,39.46511627906977
main.c:1070,1.0,39.56976744186046
main.c:1114,1.0,39.56976744186046
main.c:1167,1.0,39.58139534883721
main.c:1390,1.0,39.58139534883721
main.c:601,1.0,39.58139534883721
main.c:564,1.0,39.58139534883721
main.c:443,1.0,39.58139534883721
main.c:412,1.0,39.58139534883721
dfa.c:571,1.0,39.73255813953488
close-stream.c:55,1.0,39.7906976744186
closeout.c:106,1.0,39.7906976744186
dfa.c:1998,1.0,39.81395348837209
dfa.c:2153,1.0,39.81395348837209
dfa.c:1928,1.0,39.81395348837209
dfa.c:1908,1.0,39.81395348837209
dfasearch.c:91,1.0,39.81395348837209
dfa.c:2062,1.0,39.81395348837209
dfa.c:4073,1.0,39.81395348837209
xmalloc.c:85,1.0,39.825581395348834
main.c:1527,1.0,39.906976744186046
dfa.c:3780,1.0,39.93023255813954
dfa.c:3649,1.0,40.02325581395349
main.c:433,1.0,40.08139534883721
dfa.c:3839,1.0,40.23255813953488
dfa.c:3487,1.0,40.26744186046512
dfa.c:2223,1.0,40.26744186046512
dfa.c:1958,1.0,40.26744186046512
dfa.c:1916,1.0,40.26744186046512
xmalloc.c:94,1.0,40.26744186046512
dfa.c:752,1.0,40.383720930232556
dfa.c:565,1.0,40.5
dfa.c:3846,1.0,40.66279069767442
dfa.c:3681,1.0,40.66279069767442
dfa.c:1193,1.0,40.906976744186046
dfa.c:1712,1.0,40.906976744186046
main.c:1873,1.0,40.906976744186046
dfa.c:1497,1.0,40.906976744186046
dfa.c:1870,1.0,40.906976744186046
dfa.c:596,1.0,40.906976744186046
grep.c:4,1.0,40.906976744186046
dfasearch.c:126,1.0,40.906976744186046
dfa.c:3515,1.0,40.906976744186046
dfa.c:1844,1.0,40.906976744186046
dfa.c:1855,1.0,40.906976744186046
dfa.c:1802,1.0,40.906976744186046
dfa.c:641,1.0,40.906976744186046
dfa.c:1536,1.0,40.906976744186046
main.c:1764,1.0,40.906976744186046
dfa.c:662,1.0,40.906976744186046
progname.c:38,1.0,40.906976744186046
dfa.c:4067,1.0,40.906976744186046
dfa.c:3465,1.0,40.906976744186046
xmalloc.c:52,1.0,40.906976744186046
main.c:1659,1.0,40.906976744186046
main.c:1734,1.0,40.906976744186046
xmalloc.c:40,1.0,40.906976744186046
dfa.c:553,1.0,40.906976744186046
colorize.c:43,1.0,40.906976744186046
xalloc.h:184,0.0,40.906976744186046
xalloc.h:108,0.0,40.906976744186046
xalloc.h:121,0.0,40.906976744186046
fts-cycle.c:124,0,3.383720930232558
main.c:766,0,1.686046511627907
dfa.c:3738,0.0,5.023255813953488
kwset.c:586,0.0,3.4186046511627906
dfa.c:909,0.0,6.383720930232558
fts.c:1266,0,3.383720930232558
main.c:846,0,1.686046511627907
kwset.c:131,0.0,38.58139534883721
kwsearch.c:32,0.0,5.255813953488372
fts-cycle.c:73,0,3.383720930232558
kwset.c:92,0.0,38.58139534883721
fts.c:351,0,3.383720930232558
kwset.c:384,0.0,3.604651162790698
fts.c:379,0,3.383720930232558
fts.c:820,0,3.3372093023255816
kwset.c:339,0.0,3.604651162790698
kwset.c:500,0.0,36.674418604651166
main.c:1705,0,1.7906976744186047
fts.c:1881,0,3.383720930232558
xstrtol.c:87,0,3.5
main.c:1543,0,1.0465116279069768
hash.c:695,0,3.383720930232558
fcntl.c:168,0,3.383720930232558
dfa.c:1597,0.0,5.209302325581396
fts.c:1768,0,3.383720930232558
kwset.c:353,0,1.7209302325581395
fts.c:2011,0,3.383720930232558
fts-cycle.c:49,0,3.383720930232558
fts.c:293,0,3.383720930232558
fts.c:582,0,3.313953488372093
dfa.c:3695,0.0,38.63953488372093
hash.c:462,0,3.395348837209302
searchutils.c:25,0.0,38.58139534883721
hash.c:443,0,3.395348837209302
kwsearch.c:77,0,1.686046511627907
hash.c:1037,0,3.395348837209302
hash.c:1147,0,3.383720930232558
dfa.c:1982,0.0,38.56976744186046
main.c:1286,0,3.383720930232558
i-ring.c:55,0,3.383720930232558
main.c:982,0,2.4186046511627906
i-ring.c:36,0,3.383720930232558
dfa.c:3228,0.0,8.313953488372093
hash.c:248,0,3.395348837209302
dfa.c:2878,0.0,1.558139534883721
searchutils.c:119,0.0,1.7325581395348837
kwset.c:304,0,1.7209302325581395
kwset.c:291,0.0,3.604651162790698
dfa.c:693,0.0,1.0
fts.c:558,0,3.383720930232558
fts.c:282,0,3.383720930232558
hash.c:593,0,3.395348837209302
main.c:217,0,6.5813953488372094
kwset.c:372,0.0,3.4767441860465116
cloexec.c:38,0,3.2906976744186047
i-ring.c:42,0,3.383720930232558
dfa.c:3146,0.0,1.558139534883721
i-ring.c:24,0,3.383720930232558
fts.c:322,0,3.383720930232558
dfa.c:3668,0.0,39.16279069767442
hash.c:543,0,3.395348837209302
